구,행정동,시설번호,시설유형,실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,데이터기준일자,위도,경도,설치연도,노후도,펫존거리,공공시설여부,면적,클러스터
중원구,성남동,563054,도시공원,실외,도란도란 어린이공원,경기도 성남시 중원구 성남동 4470,544.4,2018-02-09,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-02-16,Y,Y,N,2025-07-05,37.4313493,127.1327162,2018,7,1.3098051088167961,1,544.4,2
분당구,운중동,563690,주택단지,실외,파크하임에비뉴 3동 옆 놀이터,경기도 성남시 분당구 하오개로357번길 17,328.0,2018-04-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2024-03-25,Y,Y,N,2025-07-05,37.39321115,127.0576002,2018,7,4.323095829356235,0,328.0,2
수정구,위례동,565937,주택단지,실외,위례포레스트 사랑으로부영 1007동 놀이터,경기도 성남시 수정구 헌릉로 1005,320.9,2018-10-02,민간,흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-10-26,Y,Y,N,2025-07-05,37.46243349,127.1444533,2018,7,3.103441078100105,0,320.9,2
수정구,위례동,565942,주택단지,실외,위례포레스트 사랑으로부영 1008동 놀이터,경기도 성남시 수정구 헌릉로 1005,100.0,2018-10-02,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-10-26,Y,Y,N,2025-07-05,37.46243349,127.1444533,2018,7,3.103441078100105,0,100.0,2
수정구,위례동,565945,주택단지,실외,위례포레스트 사랑으로부영 유아놀이터,경기도 성남시 수정구 헌릉로 1005,268.0,2018-10-02,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-10-26,Y,Y,N,2025-07-05,37.46243349,127.1444533,2018,7,3.103441078100105,0,268.0,2
중원구,도촌동,571093,주택단지,실외,KCC스위첸파티오 102동 놀이터,경기도 성남시 중원구 도촌남로 70-16,50.0,2019-10-14,민간,흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-01,Y,Y,N,2025-07-05,37.41407646,127.1539585,2019,6,2.7702875385999173,0,50.0,2
중원구,도촌동,571095,주택단지,실외,KCC스위첸파티오 109동 놀이터,경기도 성남시 중원구 도촌남로 70-16,328.0,2019-10-14,민간,흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-01,Y,N,N,2025-07-05,37.41407646,127.1539585,2019,6,2.7702875385999173,0,328.0,2
중원구,도촌동,571096,주택단지,실외,KCC스위첸파티오 204동 놀이터,경기도 성남시 중원구 도촌남로 70-16,90.0,2019-10-14,민간,조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-10-19,Y,N,N,2025-07-05,37.41407646,127.1539585,2019,6,2.7702875385999173,0,90.0,2
수정구,신흥2동,573548,주택단지,실외,산성역포레스티아 104동 놀이터,경기도 성남시 수정구 수정로 291,328.0,2020-04-09,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,N,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,328.0,2
수정구,신흥2동,573549,주택단지,실외,산성역포레스티아 109동 놀이터,경기도 성남시 수정구 수정로 291,127.1,2020-04-09,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,N,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,127.1,2
