구,행정동,사업장명,인허가일자,소재지지번주소,소재지도로명주소
수정구,태평2동,성남온누리약국,2020-02-19,경기도 성남시 수정구 태평동 3679번지 1호 만홍빌딩 ,"경기도 성남시 수정구 수정로 115, 만홍빌딩 102호 (태평동)"
수정구,태평2동,성남참조은약국,2020-05-12,경기도 성남시 수정구 태평동 7288번지 6호 동일빌딩 ,"경기도 성남시 수정구 수정로 175, 동일빌딩 1층 (태평동)"
수정구,태평3동,대학온누리약국,2020-08-10,경기도 성남시 수정구 태평동 3307번지 155호 ,"경기도 성남시 수정구 시민로205번길 28, 1층 (태평동)"
수정구,태평3동,메디칼왕약국,2020-09-01,경기도 성남시 수정구 태평동 6417번지 ,"경기도 성남시 수정구 수정북로13번길 2, 1층 (태평동)"
수정구,태평2동,성남사랑약국,2020-12-10,경기도 성남시 수정구 태평동 7336번지 신세계쉐덴 ,"경기도 성남시 수정구 수정로 201 (태평동, 신세계쉐덴)"
수정구,태평4동,태평종로약국,2020-12-24,경기도 성남시 수정구 태평동 3174번지 ,경기도 성남시 수정구 탄리로 120 (태평동)
수정구,태평3동,시민약국,2021-05-03,경기도 성남시 수정구 태평동 3405번지 ,"경기도 성남시 수정구 수정로171번길 11, 1층 (태평동)"
수정구,태평1동,청년약국,2021-09-03,경기도 성남시 수정구 태평동 5113번지 7호 일성 오퍼스원 104호 ,"경기도 성남시 수정구 성남대로 1330, 일성 오퍼스원 1층 104호 (태평동)"
수정구,태평3동,광장약국,2022-10-24,경기도 성남시 수정구 태평동 3365번지 1호 삼경빌딩  1층 ,"경기도 성남시 수정구 수정로171번길 15, 삼경빌딩 1층 (태평동)"
수정구,태평2동,보령온누리약국,2023-03-22,경기도 성남시 수정구 태평동 3798번지 1층 ,"경기도 성남시 수정구 남문로 66, 1층 (태평동)"
수정구,태평3동,성남햇살약국,2023-06-26,경기도 성남시 수정구 태평동 3406번지 우일프라자 2층 일부호 ,"경기도 성남시 수정구 수정로171번길 7-1, 우일프라자 2층 일부호 (태평동)"
수정구,태평3동,태평보룡약국,2023-12-08,경기도 성남시 수정구 태평동 3386번지 동남빌딩 ,"경기도 성남시 수정구 수정로171번길 11-1, 동남빌딩 1층 (태평동)"
수정구,태평2동,샛별약국,2024-10-31,경기도 성남시 수정구 태평동 7336번지 신세계쉐덴 ,"경기도 성남시 수정구 수정로 201, 1층 일부호 (태평동, 신세계쉐덴)"
수정구,태평2동,행복이열리는약국,2024-10-31,경기도 성남시 수정구 태평동 6452번지 더미즈병원 ,"경기도 성남시 수정구 수정로 89, 더미즈병원 1층 (태평동)"
수정구,태평4동,오거리약국,2024-11-05,경기도 성남시 수정구 태평동 3180번지 ,"경기도 성남시 수정구 탄리로 116, 1층 (태평동)"
분당구,판교동,판교수빈약국,2013-11-07,경기도 성남시 분당구 판교동 ,"경기도 성남시 분당구 운중로 235, 103호 (판교동, 나래메디플러스)"
분당구,판교동,판교기린약국,2014-05-20,경기도 성남시 분당구 판교동 625번지 ,"경기도 성남시 분당구 운중로 242, 107호 (판교동)"
분당구,판교동,판교한솔약국,2018-04-05,경기도 성남시 분당구 판교동 621번지 2호 한솔프라자 103호 ,"경기도 성남시 분당구 운중로 233, 한솔프라자 103호 (판교동)"
분당구,판교동,그린약국,2020-02-05,경기도 성남시 분당구 판교동 593번지 ,"경기도 성남시 분당구 운중로 249, 105호 (판교동)"
분당구,판교동,판교원약국,2020-09-04,경기도 성남시 분당구 판교동 634번지 판교원마을5단지아파트 ,"경기도 성남시 분당구 판교원로 207, 상가동 1층 104호 (판교동, 판교원마을5단지아파트)"
분당구,판교동,휴베이스드림약국,2024-11-07,경기도 성남시 분당구 판교동 621번지 3호 나래메디플러스 ,"경기도 성남시 분당구 운중로 235, 나래메디플러스 103호 (판교동)"
분당구,판교동,꿈꾸는약국,2025-04-04,경기도 성남시 분당구 판교동 577번지 3호 ,"경기도 성남시 분당구 서판교로 36, 1층 (판교동)"
중원구,하대원동,벧엘온누리약국,2020-08-21,경기도 성남시 중원구 하대원동 131번지 18호 ,"경기도 성남시 중원구 둔촌대로 277, 1층 (하대원동)"
중원구,하대원동,벧엘온누리약국,2022-06-21,경기도 성남시 중원구 하대원동 131번지 18호 1층 ,"경기도 성남시 중원구 둔촌대로 277, 1층 (하대원동)"
중원구,하대원동,필리아약국,2022-08-31,경기도 성남시 중원구 하대원동 132번지 13호 ,경기도 성남시 중원구 둔촌대로 283(하대원동)
중원구,하대원동,한빛약국,2022-10-14,경기도 성남시 중원구 하대원동 143번지 1호 태연스카이빌 1층124호 ,"경기도 성남시 중원구 둔촌대로 274, 1층 124호 (하대원동, 태연스카이빌)"
중원구,하대원동,밷엘참조은약국,2024-09-20,경기도 성남시 중원구 하대원동 131번지 18호 ,"경기도 성남시 중원구 둔촌대로 277, 1층 (하대원동)"
분당구,분당동,삼보당약국,2013-08-29,경기도 성남시 분당구 분당동 66번지 건영아파트11차종합상가 101호 ,"경기도 성남시 분당구 분당로263번길 24, 101호 (분당동, 건영아파트11차 종합상가)"
분당구,분당동,분당우리약국,2020-11-24,경기도 성남시 분당구 분당동 90번지 6호 SNH타워 ,"경기도 성남시 분당구 장안로 27, SNH타워 1층 101호 (분당동)"
수정구,시흥동,판교파미어스약국,2022-11-01,경기도 성남시 수정구 시흥동 296번지 3호 305호 ,"경기도 성남시 수정구 창업로 18, 3층 305호 (시흥동)"
수정구,시흥동,판교파미어스 약국,2022-11-20,경기도 성남시 수정구 시흥동 296번지 3호 파미어스몰 3층 305호 ,"경기도 성남시 수정구 창업로 18, 파미어스몰 3층 305호 (시흥동)"
