구,행정동,시설번호,시설유형,실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,데이터기준일자,위도,경도
분당구,백현동,16210,주택단지,실외,백현마을 9단지 휴먼시아 (907동 앞),경기도 성남시 분당구 판교역로 49,504.94,2009-08-26,민간,미끄럼틀(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-07-20,Y,Y,N,2025-07-05,37.38324223,127.1081325
분당구,야탑2동,16212,주택단지,실외,목련마을 대원빌라 1단지,경기도 성남시 분당구 야탑로245번길 11,340.0,2007-11-08,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-30,Y,N,N,2025-07-05,37.40801592,127.1448446
분당구,야탑2동,16213,주택단지,실외,아이파크 야탑,경기도 성남시 분당구 야탑로 125,500.0,2003-11-10,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-12-13,Y,N,N,2025-07-05,37.40981991,127.1324236
분당구,서현1동,16214,주택단지,실외,효자촌 임광 (302동 옆),경기도 성남시 분당구 불정로 397,360.0,1992-07-01,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,N,N,2025-07-05,37.3774986,127.1375919
분당구,서현1동,16215,주택단지,실외,효자촌 임광 (308동 앞),경기도 성남시 분당구 불정로 397,263.0,1992-07-01,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,N,N,2025-07-05,37.3774986,127.1375919
분당구,서현1동,16216,주택단지,실외,효자촌 임광 (315동 옆),경기도 성남시 분당구 불정로 397,259.0,1992-07-01,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,Y,N,2025-07-05,37.3774986,127.1375919
분당구,수내1동,16217,주택단지,실외,양지한양아파트 (510동 옆),경기도 성남시 분당구 내정로165번길 35,552.0,2005-12-31,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,2025-07-05,37.37580897,127.1144441
분당구,수내1동,16218,주택단지,실외,양지한양아파트 (508동 앞),경기도 성남시 분당구 내정로165번길 35,340.0,2005-12-31,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,2025-07-05,37.37580897,127.1144441
분당구,정자2동,16219,주택단지,실외,정든마을 한진6단지아파트,경기도 성남시 분당구 내정로 24,328.0,2006-10-13,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-28,Y,N,N,2025-07-05,37.36281672,127.1151902
분당구,구미동,16220,주택단지,실외,까치마을 주공2단지 201동 앞,경기도 성남시 분당구 미금일로 22,430.0,1995-11-27,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,2025-07-05,37.34838673,127.1168817
분당구,구미동,16221,주택단지,실외,까치마을 주공2단지 203동 앞,경기도 성남시 분당구 미금일로 22,710.0,1995-11-27,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,2025-07-05,37.34838673,127.1168817
분당구,구미동,16222,주택단지,실외,무지개마을 금강아파트 놀이터,경기도 성남시 분당구 미금로22번길 9,460.0,1995-06-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-31,Y,Y,N,2025-07-05,37.33625553,127.1181529
분당구,야탑2동,16226,주택단지,실외,장미마을 동부아파트 (113동 옆),경기도 성남시 분당구 장미로 55,268.0,2006-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+기타(1)+충격흡수용표면재(모래)(1),2022-12-02,Y,Y,N,2025-07-05,37.41522289,127.1243576
분당구,야탑2동,16227,주택단지,실외,장미마을 동부아파트 (136동 뒤),경기도 성남시 분당구 장미로 55,306.0,2006-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+기타(1)+충격흡수용표면재(모래)(1),2022-12-02,Y,Y,N,2025-07-05,37.41522289,127.1243576
분당구,야탑2동,16232,주택단지,실외,야탑 진흥W파크아파트,경기도 성남시 분당구 야탑로 162,353.0,2005-05-21,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-10-24,Y,Y,N,2025-07-05,37.40942926,127.1360526
분당구,금곡동,16234,주택단지,실외,청솔마을 화인아파트 208동 옆 놀이터,경기도 성남시 분당구 정자일로 46,381.0,1995-11-04,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-08,Y,Y,N,2025-07-05,37.35454107,127.1063184
분당구,정자1동,16235,주택단지,실외,한솔마을 청구아파트 (107동 옆),경기도 성남시 분당구 불정로 219,485.0,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,2025-07-05,37.36469534,127.123339
분당구,정자1동,16236,주택단지,실외,한솔마을 청구아파트 (110동 앞),경기도 성남시 분당구 불정로 219,238.73,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,2025-07-05,37.36469534,127.123339
분당구,정자1동,16237,주택단지,실외,한솔마을 청구아파트 (116동 옆),경기도 성남시 분당구 불정로 219,3255.0,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,N,N,2025-07-05,37.36469534,127.123339
분당구,구미동,16238,주택단지,실외,까치마을 건영빌라5단지  501~2동앞,경기도 성남시 분당구 미금일로 136,302.0,2007-11-28,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-26,Y,N,N,2025-07-05,37.34855949,127.10773
분당구,야탑3동,16239,주택단지,실외,목련마을 한일아파트 303동,경기도 성남시 분당구 판교로 645,317.0,1995-10-31,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-22,Y,N,N,2025-07-05,37.40598875,127.1444507
분당구,이매2동,16240,주택단지,실외,분당 이매촌 삼환아파트 (1101동 1102동사이),경기도 성남시 분당구 양현로 220,302.0,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-09-13,Y,N,N,2025-07-05,37.40384904,127.127335
분당구,이매2동,16241,주택단지,실외,분당 이매촌 삼환아파트 (1102동 1110동사이),경기도 성남시 분당구 양현로 220,872.0,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-08-23,Y,Y,N,2025-07-05,37.40384904,127.127335
분당구,이매2동,16242,주택단지,실외,분당 이매촌 삼환아파트 (1106동 1107동사이),경기도 성남시 분당구 양현로 220,442.0,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-09-13,Y,Y,N,2025-07-05,37.40384904,127.127335
분당구,이매1동,16245,주택단지,실외,이매금강아파트 104동 앞 놀이터,경기도 성남시 분당구 서현로 177,431.0,1992-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-21,Y,Y,N,2025-07-05,37.3908428,127.1235115
분당구,서현1동,16246,주택단지,실외,효자촌미래타운 아파트,경기도 성남시 분당구 불정로386번길 10,680.0,1994-08-30,민간,그네(1)+흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-11-21,Y,Y,N,2025-07-05,37.37341356,127.1380347
분당구,야탑3동,16247,주택단지,실외,장미마을 현대아파트 (803동 뒤) 제1놀이터,경기도 성남시 분당구 장미로 101,569.0,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,야탑3동,16248,주택단지,실외,장미마을 현대아파트 (810동 앞) 제2놀이터,경기도 성남시 분당구 장미로 101,301.0,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,야탑3동,16249,주택단지,실외,장미마을 현대아파트 (827동 뒤) 제3놀이터,경기도 성남시 분당구 장미로 101,296.0,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,야탑3동,16250,주택단지,실외,장미마을 현대아파트 (823동 824동 사이) 제4놀이터,경기도 성남시 분당구 장미로 101,262.0,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,야탑3동,16251,주택단지,실외,장미마을 현대아파트 (833동 뒤) 제5놀이터,경기도 성남시 분당구 장미로 101,483.67,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,야탑3동,16252,주택단지,실외,장미마을 현대아파트 (836동 837동 사이) 제6놀이터,경기도 성남시 분당구 장미로 101,400.2,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,2025-07-05,37.41597067,127.1293735
분당구,구미동,16253,주택단지,실외,무지개마을건영3차 놀이터,경기도 성남시 분당구 구미로 115,521.13,1995-03-31,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,2025-07-05,37.33991039,127.1206443
분당구,금곡동,16254,주택단지,실외,청솔마을 대원 (803동 뒤),경기도 성남시 분당구 미금로 215,396.0,2006-12-11,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,2025-07-05,37.35141545,127.1119407
분당구,금곡동,16255,주택단지,실외,청솔마을 대원 (808동 옆),경기도 성남시 분당구 미금로 215,380.0,2006-12-11,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,2025-07-05,37.35141545,127.1119407
분당구,금곡동,16256,주택단지,실외,청솔마을 대원 (814동 뒤),경기도 성남시 분당구 미금로 215,460.0,2006-12-11,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,2025-07-05,37.35141545,127.1119407
분당구,구미동,16257,주택단지,실외,무지개마을 동아아파트 903동 옆 놀이터,경기도 성남시 분당구 구미로144번길 8,607.0,1995-06-26,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-08-26,Y,Y,N,2025-07-05,37.34090851,127.1233004
분당구,판교동,16258,주택단지,실외,판교원마을 5단지 (504동 앞),경기도 성남시 분당구 판교원로 207,184.0,2009-09-01,민간,그네(1)+조합놀이대(1)+기타(3)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,2025-07-05,37.38663517,127.0887016
분당구,판교동,16259,주택단지,실외,판교원마을 5단지 (505동 앞),경기도 성남시 분당구 판교원로 207,226.0,2009-09-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,2025-07-05,37.38663517,127.0887016
분당구,판교동,16260,주택단지,실외,판교원마을 5단지 (502동 앞),경기도 성남시 분당구 판교원로 207,176.52,2009-09-01,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,2025-07-05,37.38663517,127.0887016
분당구,서현1동,16261,주택단지,실외,시범단지 현대아파트 (407동),경기도 성남시 분당구 중앙공원로 20,209.0,2003-02-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16262,주택단지,실외,시범단지 현대아파트 (409동),경기도 성남시 분당구 중앙공원로 20,254.31,2005-04-28,민간,그네(1)+정글짐(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16263,주택단지,실외,시범단지 현대아파트 (414동),경기도 성남시 분당구 중앙공원로 20,254.0,2005-04-28,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16264,주택단지,실외,시범단지 현대아파트 (411동),경기도 성남시 분당구 중앙공원로 20,161.0,2004-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16265,주택단지,실외,시범단지 현대아파트 (418동),경기도 성남시 분당구 중앙공원로 20,379.0,2005-04-28,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16266,주택단지,실외,시범단지 현대아파트 (422동),경기도 성남시 분당구 중앙공원로 20,300.0,1992-09-30,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,2025-07-05,37.37826211,127.1282238
분당구,서현1동,16268,주택단지,실외,시범단지 현대아파트 (426동),경기도 성남시 분당구 중앙공원로 20,322.0,1992-09-30,민간,그네(1)+정글짐(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,2025-07-05,37.37826211,127.1282238
분당구,구미동,16269,주택단지,실외,무지개마을 대림아파트 (103동),경기도 성남시 분당구 미금로 23,380.0,1995-07-07,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,2025-07-05,37.33546637,127.1158242
분당구,구미동,16270,주택단지,실외,무지개마을 대림아파트 (104동),경기도 성남시 분당구 미금로 23,328.0,1995-07-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,2025-07-05,37.33546637,127.1158242
분당구,구미동,16271,주택단지,실외,무지개마을 대림아파트 (110동),경기도 성남시 분당구 미금로 23,318.48,1995-07-07,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,2025-07-05,37.33546637,127.1158242
분당구,분당동,16272,주택단지,실외,장안타운건영2차아파트 103동,경기도 성남시 분당구 장안로25번길 28,237.35,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,2025-07-05,37.3711293,127.1408471
분당구,야탑3동,16273,주택단지,실외,매화마을 건영빌라 어린이놀이터1 (919동),경기도 성남시 분당구 벌말로30번길 32,319.5,1995-01-27,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-22,Y,Y,N,2025-07-05,37.41003419,127.1404528
분당구,야탑3동,16274,주택단지,실외,매화마을 건영빌라 어린이놀이터2 (922동),경기도 성남시 분당구 벌말로30번길 32,360.0,1995-01-27,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-22,Y,Y,N,2025-07-05,37.41003419,127.1404528
분당구,금곡동,16275,주택단지,실외,청솔마을 서광영남아파트 (101동),경기도 성남시 분당구 성남대로171번길 8,374.0,2012-01-01,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,2025-07-05,37.35213586,127.1073294
분당구,금곡동,16276,주택단지,실외,청솔마을 서광영남아파트 (104동),경기도 성남시 분당구 성남대로171번길 8,328.0,2012-01-01,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,2025-07-05,37.35213586,127.1073294
분당구,이매1동,16281,주택단지,실외,이매촌포스파크연립,경기도 성남시 분당구 이매로123번길 12,464.0,2003-07-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-10-16,Y,Y,N,2025-07-05,37.39169299,127.1352979
분당구,이매1동,16282,주택단지,실외,이매촌 성지아파트 701동,경기도 성남시 분당구 이매로 54,274.1,1992-09-28,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-08,Y,Y,N,2025-07-05,37.39380614,127.1258457
분당구,야탑3동,16283,주택단지,실외,목련마을 한신아파트,경기도 성남시 분당구 판교로 627,305.1,2005-10-01,민간,그네(1)+정글짐(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-13,Y,Y,N,2025-07-05,37.40690441,127.1427854
분당구,분당동,16291,주택단지,실외,샛별마을 우방아파트 305동 옆 놀이터,경기도 성남시 분당구 수내로 181,440.8,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,2025-07-05,37.37295286,127.1278598
분당구,분당동,16292,주택단지,실외,샛별마을 우방아파트 관리동 옆 놀이터,경기도 성남시 분당구 수내로 181,410.0,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,2025-07-05,37.37295286,127.1278598
분당구,분당동,16293,주택단지,실외,샛별마을 우방아파트 310동 뒤 놀이터,경기도 성남시 분당구 수내로 181,660.0,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,2025-07-05,37.37295286,127.1278598
분당구,구미동,16294,주택단지,실외,무지개마을 제일아파트,경기도 성남시 분당구 구미로144번길 7,660.0,1995-07-27,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-30,Y,Y,N,2025-07-05,37.34185082,127.1242425
분당구,야탑2동,16295,주택단지,실외,탑마을선경아파트 놀이터(2),경기도 성남시 분당구 야탑로 20,672.0,2013-08-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-27,Y,Y,N,2025-07-05,37.40833356,127.1228521
분당구,야탑2동,16296,주택단지,실외,탑마을선경아파트 놀이터(1),경기도 성남시 분당구 야탑로 20,342.0,2013-08-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-27,Y,Y,N,2025-07-05,37.40833356,127.1228521
분당구,야탑3동,16297,주택단지,실외,탑마을 경남아너스빌 (703 옆),경기도 성남시 분당구 판교로 519,462.0,2005-10-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2024-07-04,Y,Y,N,2025-07-05,37.40673986,127.1314574
분당구,야탑3동,16298,주택단지,실외,탑마을 경남아너스빌 (716 옆),경기도 성남시 분당구 판교로 519,712.5,2005-10-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,2025-07-05,37.40673986,127.1314574
분당구,야탑3동,16299,주택단지,실외,매화마을 현대벽산빌라,경기도 성남시 분당구 벌말로50번길 27,425.0,1994-11-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-01,Y,Y,N,2025-07-05,37.41219894,127.1407844
분당구,수내1동,16300,주택단지,실외,양지마을 청구아파트 제1놀이터 (201동 앞),경기도 성남시 분당구 내정로 185,361.08,2007-11-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,2025-07-05,37.37577692,127.1195264
분당구,수내1동,16301,주택단지,실외,양지마을 청구아파트 제2놀이터 (207동 앞),경기도 성남시 분당구 내정로 185,398.0,2007-11-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,2025-07-05,37.37577692,127.1195264
분당구,수내1동,16302,주택단지,실외,양지마을 청구아파트 제3놀이터 (601동),경기도 성남시 분당구 내정로 185,398.0,2007-11-29,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,2025-07-05,37.37577692,127.1195264
분당구,야탑2동,16303,주택단지,실외,탑마을 벽산아파트 (어린이놀이터 1),경기도 성남시 분당구 야탑로 124,328.0,1994-02-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,N,N,2025-07-05,37.40907747,127.1311316
분당구,야탑2동,16304,주택단지,실외,탑마을 벽산아파트 (어린이놀이터 2),경기도 성남시 분당구 야탑로 124,400.0,1994-02-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,Y,N,2025-07-05,37.40907747,127.1311316
분당구,서현1동,16305,주택단지,실외,시범단지 삼성한신아파트 102동,경기도 성남시 분당구 중앙공원로 53,370.0,1991-09-30,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,2025-07-05,37.38437541,127.1282777
분당구,야탑2동,16306,주택단지,실외,매화마을 공무원 아파트 101동옆,경기도 성남시 분당구 매화로 92,402.4,1995-12-25,민간,흔들놀이기구(2)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-10,Y,Y,N,2025-07-05,37.41625266,127.1346485
분당구,야탑2동,16307,주택단지,실외,매화마을 공무원 아파트 104동옆,경기도 성남시 분당구 매화로 92,336.8,1995-12-25,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-10,Y,Y,N,2025-07-05,37.41625266,127.1346485
분당구,분당동,16308,주택단지,실외,샛별마을 동성아파트 (202동),경기도 성남시 분당구 분당로 212,334.4,2006-11-23,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-05-04,Y,Y,N,2025-07-05,37.37162226,127.1324941
분당구,분당동,16309,주택단지,실외,샛별마을 동성아파트 (206동),경기도 성남시 분당구 분당로 212,369.23,2006-11-23,민간,흔들놀이기구(1)+충격흡수용표면재(모래)(1),2023-05-04,Y,Y,N,2025-07-05,37.37162226,127.1324941
분당구,분당동,16310,주택단지,실외,샛별마을 동성아파트 (208동),경기도 성남시 분당구 분당로 212,316.0,2006-11-23,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-05-04,Y,Y,N,2025-07-05,37.37162226,127.1324941
분당구,야탑2동,16311,주택단지,실외,분당 동원로얄듀크아파트,경기도 성남시 분당구 돌마로 908,502.0,2003-09-05,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-10-16,Y,Y,N,2025-07-05,37.41333237,127.1450066
분당구,이매2동,16312,주택단지,실외,이매 9단지 동신아파트 (903동),경기도 성남시 분당구 양현로166번길 20,517.0,1990-12-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,2025-07-05,37.39827516,127.1263924
분당구,이매2동,16313,주택단지,실외,이매 9단지 동신아파트 (909동),경기도 성남시 분당구 양현로166번길 20,310.0,1990-12-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,2025-07-05,37.39827516,127.1263924
분당구,구미동,16314,주택단지,실외,무지개마을 청구아파트 놀이터 (510동),경기도 성남시 분당구 무지개로 144,340.0,1995-06-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,2025-07-05,37.33952019,127.1184634
분당구,구미동,16315,주택단지,실외,무지개마을 청구아파트 놀이터 (513동),경기도 성남시 분당구 무지개로 144,400.0,1995-06-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,2025-07-05,37.33952019,127.1184634
분당구,구미동,16316,주택단지,실외,무지개마을 청구아파트 놀이터 (503동),경기도 성남시 분당구 무지개로 144,431.0,1995-06-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,2025-07-05,37.33952019,127.1184634
분당구,정자동,16317,주택단지,실외,정든마을신화아파트 507동 놀이터,경기도 성남시 분당구 정자로 112,399.0,2004-06-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-31,Y,Y,N,2025-07-05,37.3623505,127.1170575
분당구,정자동,16318,주택단지,실외,정든마을신화아파트 503동 놀이터,경기도 성남시 분당구 정자로 112,546.0,2004-06-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-31,Y,Y,N,2025-07-05,37.3623505,127.1170575
분당구,구미1동,16319,주택단지,실외,까치마을 롯데 선경아파트 (401동 옆),경기도 성남시 분당구 미금일로 58,189.0,1995-07-01,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,2025-07-05,37.3472659,127.113119
분당구,구미1동,16320,주택단지,실외,까치마을 롯데 선경아파트 (408동 옆),경기도 성남시 분당구 미금일로 58,578.0,1995-07-01,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,2025-07-05,37.3472659,127.113119
분당구,구미1동,16321,주택단지,실외,까치마을 롯데 선경아파트 (411동 옆),경기도 성남시 분당구 미금일로 58,328.0,1995-07-01,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,2025-07-05,37.3472659,127.113119
분당구,구미1동,16322,주택단지,실외,까치마을 롯데 선경아파트 (416동 옆),경기도 성남시 분당구 미금일로 58,788.05,2014-11-28,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-11-21,Y,Y,N,2025-07-05,37.3472659,127.113119
